downloads,date,package
1975,2022-08-08,siuba
19,2022-08-09,vetiver
116,2022-08-09,shiny
1612,2022-08-09,siuba
12331,2022-08-09,plotnine
116,2022-08-10,shiny
12550,2022-08-10,plotnine
15,2022-08-10,vetiver
1674,2022-08-10,siuba
13915,2022-08-11,plotnine
1799,2022-08-11,siuba
163,2022-08-11,shiny
17,2022-08-11,vetiver
1,2022-08-12,vetiver
252,2022-08-12,shiny
1582,2022-08-12,siuba
11211,2022-08-12,plotnine
5189,2022-08-13,plotnine
235,2022-08-13,shiny
27,2022-08-13,vetiver
1890,2022-08-13,siuba
5049,2022-08-14,plotnine
82,2022-08-14,shiny
1451,2022-08-14,siuba
14,2022-08-14,vetiver
8,2022-08-15,vetiver
1527,2022-08-15,siuba
231,2022-08-15,shiny
12865,2022-08-15,plotnine
178,2022-08-16,shiny
1694,2022-08-16,siuba
13,2022-08-16,vetiver
12897,2022-08-16,plotnine
14,2022-08-17,vetiver
182,2022-08-17,shiny
12440,2022-08-17,plotnine
1745,2022-08-17,siuba
138,2022-08-18,shiny
14798,2022-08-18,plotnine
17,2022-08-18,vetiver
1545,2022-08-18,siuba
1627,2022-08-19,siuba
175,2022-08-19,shiny
14340,2022-08-19,plotnine
7,2022-08-19,vetiver
114,2022-08-20,shiny
1,2022-08-20,vetiver
1572,2022-08-20,siuba
9996,2022-08-20,plotnine
65,2022-08-21,shiny
1637,2022-08-21,siuba
27,2022-08-21,vetiver
9884,2022-08-21,plotnine
15272,2022-08-22,plotnine
1907,2022-08-22,siuba
1,2022-08-22,vetiver
187,2022-08-22,shiny
39,2022-08-23,vetiver
1981,2022-08-23,siuba
15696,2022-08-23,plotnine
288,2022-08-23,shiny
13655,2022-08-24,plotnine
187,2022-08-24,shiny
29,2022-08-24,vetiver
1931,2022-08-24,siuba
169,2022-08-25,shiny
65,2022-08-25,vetiver
12297,2022-08-25,plotnine
1680,2022-08-25,siuba
10246,2022-08-26,plotnine
144,2022-08-26,shiny
1600,2022-08-26,siuba
21,2022-08-26,vetiver
75,2022-08-27,shiny
1542,2022-08-27,siuba
5002,2022-08-27,plotnine
26,2022-08-28,vetiver
1433,2022-08-28,siuba
4989,2022-08-28,plotnine
97,2022-08-28,shiny
15,2022-08-29,vetiver
1887,2022-08-29,siuba
12981,2022-08-29,plotnine
236,2022-08-29,shiny
184,2022-08-30,shiny
11507,2022-08-30,plotnine
1854,2022-08-30,siuba
9,2022-08-30,vetiver
180,2022-08-31,shiny
1600,2022-08-31,siuba
5,2022-08-31,vetiver
10893,2022-08-31,plotnine
1422,2022-09-01,siuba
10,2022-09-01,vetiver
11589,2022-09-01,plotnine
145,2022-09-01,shiny
9471,2022-09-02,plotnine
24,2022-09-02,vetiver
1178,2022-09-02,siuba
253,2022-09-02,shiny
1208,2022-09-03,siuba
1,2022-09-03,vetiver
4821,2022-09-03,plotnine
167,2022-09-03,shiny
85,2022-09-04,shiny
1063,2022-09-04,siuba
5109,2022-09-04,plotnine
21,2022-09-04,vetiver
3,2022-09-05,vetiver
1313,2022-09-05,siuba
9371,2022-09-05,plotnine
79,2022-09-05,shiny
1410,2022-09-06,siuba
10613,2022-09-06,plotnine
180,2022-09-06,shiny
11,2022-09-06,vetiver
12860,2022-09-07,plotnine
17,2022-09-07,vetiver
1449,2022-09-07,siuba
170,2022-09-07,shiny
13251,2022-09-08,plotnine
165,2022-09-08,shiny
2,2022-09-08,vetiver
1536,2022-09-08,siuba
1410,2022-09-09,siuba
3,2022-09-09,vetiver
13037,2022-09-09,plotnine
204,2022-09-09,shiny
5227,2022-09-10,plotnine
8,2022-09-10,vetiver
1061,2022-09-10,siuba
128,2022-09-10,shiny
86,2022-09-11,shiny
4598,2022-09-11,plotnine
1042,2022-09-11,siuba
18,2022-09-11,vetiver
176,2022-09-12,shiny
11562,2022-09-12,plotnine
24,2022-09-12,vetiver
1397,2022-09-12,siuba
11065,2022-09-13,plotnine
1477,2022-09-13,siuba
186,2022-09-13,shiny
13,2022-09-13,vetiver
1331,2022-09-14,siuba
206,2022-09-14,shiny
12685,2022-09-14,plotnine
15,2022-09-14,vetiver
1413,2022-09-15,siuba
14,2022-09-15,vetiver
11414,2022-09-15,plotnine
215,2022-09-15,shiny
58,2022-09-16,vetiver
1477,2022-09-16,siuba
274,2022-09-16,shiny
16900,2022-09-16,plotnine
1,2022-09-17,vetiver
5610,2022-09-17,plotnine
132,2022-09-17,shiny
1048,2022-09-17,siuba
5927,2022-09-18,plotnine
1007,2022-09-18,siuba
89,2022-09-18,shiny
3,2022-09-18,vetiver
205,2022-09-19,shiny
14430,2022-09-19,plotnine
1490,2022-09-19,siuba
115,2022-09-19,vetiver
208,2022-09-20,shiny
1538,2022-09-20,siuba
66,2022-09-20,vetiver
13404,2022-09-20,plotnine
17075,2022-09-21,plotnine
1517,2022-09-21,siuba
297,2022-09-21,shiny
29,2022-09-21,vetiver
1397,2022-09-22,siuba
25,2022-09-22,vetiver
323,2022-09-22,shiny
14075,2022-09-22,plotnine
12511,2022-09-23,plotnine
1329,2022-09-23,siuba
194,2022-09-23,shiny
32,2022-09-23,vetiver
45,2022-09-24,vetiver
5370,2022-09-24,plotnine
1560,2022-09-24,siuba
74,2022-09-24,shiny
123,2022-09-25,shiny
1567,2022-09-25,siuba
5367,2022-09-25,plotnine
52,2022-09-25,vetiver
26,2022-09-26,vetiver
212,2022-09-26,shiny
10275,2022-09-26,plotnine
1731,2022-09-26,siuba
1919,2022-09-27,siuba
371,2022-09-27,shiny
27,2022-09-27,vetiver
12784,2022-09-27,plotnine
12646,2022-09-28,plotnine
338,2022-09-28,shiny
21,2022-09-28,vetiver
1581,2022-09-28,siuba
1555,2022-09-29,siuba
40,2022-09-29,vetiver
16307,2022-09-29,plotnine
320,2022-09-29,shiny
19319,2022-09-30,plotnine
56,2022-09-30,vetiver
316,2022-09-30,shiny
1807,2022-09-30,siuba
22,2022-10-01,vetiver
1339,2022-10-01,siuba
6645,2022-10-01,plotnine
162,2022-10-01,shiny
3,2022-10-02,vetiver
1357,2022-10-02,siuba
147,2022-10-02,shiny
5907,2022-10-02,plotnine
7,2022-10-03,vetiver
14234,2022-10-03,plotnine
1357,2022-10-03,siuba
214,2022-10-03,shiny
1508,2022-10-04,siuba
371,2022-10-04,shiny
5,2022-10-04,vetiver
22035,2022-10-04,plotnine
1437,2022-10-05,siuba
289,2022-10-05,shiny
31,2022-10-05,vetiver
19434,2022-10-05,plotnine
2055,2022-10-06,siuba
12749,2022-10-06,plotnine
5,2022-10-06,vetiver
286,2022-10-06,shiny
235,2022-10-07,shiny
32,2022-10-07,vetiver
18983,2022-10-07,plotnine
1688,2022-10-07,siuba
5160,2022-10-08,plotnine
1387,2022-10-08,siuba
106,2022-10-08,shiny
6,2022-10-08,vetiver
1561,2022-10-09,siuba
77,2022-10-09,shiny
1,2022-10-09,vetiver
5237,2022-10-09,plotnine
15,2022-10-10,vetiver
21660,2022-10-10,plotnine
104,2022-10-10,shiny
1463,2022-10-10,siuba
31285,2022-10-11,plotnine
1439,2022-10-11,siuba
209,2022-10-11,shiny
48,2022-10-11,vetiver
26654,2022-10-12,plotnine
1492,2022-10-12,siuba
24,2022-10-12,vetiver
185,2022-10-12,shiny
9,2022-10-13,vetiver
189,2022-10-13,shiny
38543,2022-10-13,plotnine
1441,2022-10-13,siuba
52,2022-10-14,vetiver
194,2022-10-14,shiny
32182,2022-10-14,plotnine
1824,2022-10-14,siuba
1600,2022-10-15,siuba
7439,2022-10-15,plotnine
87,2022-10-15,shiny
19,2022-10-15,vetiver
91,2022-10-16,shiny
1293,2022-10-16,siuba
9992,2022-10-16,plotnine
5,2022-10-16,vetiver
14,2022-10-17,vetiver
15610,2022-10-17,plotnine
181,2022-10-17,shiny
1809,2022-10-17,siuba
1878,2022-10-18,siuba
17398,2022-10-18,plotnine
6,2022-10-18,vetiver
347,2022-10-18,shiny
13796,2022-10-19,plotnine
356,2022-10-19,shiny
1582,2022-10-19,siuba
58,2022-10-19,vetiver
1701,2022-10-20,siuba
420,2022-10-20,shiny
12214,2022-10-20,plotnine
86,2022-10-20,vetiver
31,2022-10-21,vetiver
281,2022-10-21,shiny
1580,2022-10-21,siuba
13403,2022-10-21,plotnine
22,2022-10-22,vetiver
5837,2022-10-22,plotnine
1482,2022-10-22,siuba
145,2022-10-22,shiny
4,2022-10-23,vetiver
133,2022-10-23,shiny
1488,2022-10-23,siuba
5390,2022-10-23,plotnine
221,2022-10-24,shiny
35,2022-10-24,vetiver
13626,2022-10-24,plotnine
1615,2022-10-24,siuba
36,2022-10-25,vetiver
18520,2022-10-25,plotnine
261,2022-10-25,shiny
1720,2022-10-25,siuba
315,2022-10-26,shiny
18761,2022-10-26,plotnine
15,2022-10-26,vetiver
1754,2022-10-26,siuba
23,2022-10-27,vetiver
191,2022-10-27,shiny
15860,2022-10-27,plotnine
1730,2022-10-27,siuba
26248,2022-10-28,plotnine
16,2022-10-28,vetiver
215,2022-10-28,shiny
1708,2022-10-28,siuba
9192,2022-10-29,plotnine
79,2022-10-29,shiny
16,2022-10-29,vetiver
1409,2022-10-29,siuba
53,2022-10-30,shiny
5777,2022-10-30,plotnine
19,2022-10-30,vetiver
1358,2022-10-30,siuba
1697,2022-10-31,siuba
16345,2022-10-31,plotnine
12,2022-10-31,vetiver
178,2022-10-31,shiny
1562,2022-11-01,siuba
146,2022-11-01,shiny
16505,2022-11-01,plotnine
28,2022-11-01,vetiver
11,2022-11-02,vetiver
263,2022-11-02,shiny
20371,2022-11-02,plotnine
1776,2022-11-02,siuba
1371,2022-11-03,siuba
20454,2022-11-03,plotnine
54,2022-11-03,vetiver
317,2022-11-03,shiny
1409,2022-11-04,siuba
342,2022-11-04,shiny
18480,2022-11-04,plotnine
53,2022-11-04,vetiver
7,2022-11-05,vetiver
1523,2022-11-05,siuba
7266,2022-11-05,plotnine
165,2022-11-05,shiny
173,2022-11-06,shiny
6535,2022-11-06,plotnine
7,2022-11-06,vetiver
1564,2022-11-06,siuba
38,2022-11-07,vetiver
217,2022-11-07,shiny
17774,2022-11-07,plotnine
1634,2022-11-07,siuba
20,2022-11-08,vetiver
228,2022-11-08,shiny
1744,2022-11-08,siuba
23059,2022-11-08,plotnine
1592,2022-11-09,siuba
16,2022-11-09,vetiver
182,2022-11-09,shiny
15891,2022-11-09,plotnine
17595,2022-11-10,plotnine
201,2022-11-10,shiny
1524,2022-11-10,siuba
6,2022-11-10,vetiver
12609,2022-11-11,plotnine
1292,2022-11-11,siuba
16,2022-11-11,vetiver
217,2022-11-11,shiny
6793,2022-11-12,plotnine
247,2022-11-12,shiny
1,2022-11-12,vetiver
1342,2022-11-12,siuba
6620,2022-11-13,plotnine
1548,2022-11-13,siuba
135,2022-11-13,shiny
30,2022-11-13,vetiver
133,2022-11-14,shiny
104,2022-11-14,vetiver
1379,2022-11-14,siuba
15995,2022-11-14,plotnine
1458,2022-11-15,siuba
206,2022-11-15,shiny
15477,2022-11-15,plotnine
86,2022-11-15,vetiver
196,2022-11-16,shiny
37,2022-11-16,vetiver
1163,2022-11-16,siuba
20947,2022-11-16,plotnine
1559,2022-11-17,siuba
14321,2022-11-17,plotnine
278,2022-11-17,shiny
31,2022-11-17,vetiver
14,2022-11-18,vetiver
160,2022-11-18,shiny
1517,2022-11-18,siuba
19300,2022-11-18,plotnine
17,2022-11-19,vetiver
132,2022-11-19,shiny
1615,2022-11-19,siuba
7346,2022-11-19,plotnine
38,2022-11-20,vetiver
1314,2022-11-20,siuba
8114,2022-11-20,plotnine
99,2022-11-20,shiny
1780,2022-11-21,siuba
12697,2022-11-21,plotnine
269,2022-11-21,shiny
18,2022-11-21,vetiver
1538,2022-11-22,siuba
30,2022-11-22,vetiver
12513,2022-11-22,plotnine
384,2022-11-22,shiny
14433,2022-11-23,plotnine
11,2022-11-23,vetiver
1749,2022-11-23,siuba
311,2022-11-23,shiny
46,2022-11-24,vetiver
10692,2022-11-24,plotnine
1556,2022-11-24,siuba
191,2022-11-24,shiny
156,2022-11-25,shiny
10566,2022-11-25,plotnine
1373,2022-11-25,siuba
31,2022-11-25,vetiver
150,2022-11-26,shiny
1431,2022-11-26,siuba
5433,2022-11-26,plotnine
7,2022-11-26,vetiver
1472,2022-11-27,siuba
2,2022-11-27,vetiver
219,2022-11-27,shiny
7154,2022-11-27,plotnine
1516,2022-11-28,siuba
43,2022-11-28,vetiver
11198,2022-11-28,plotnine
291,2022-11-28,shiny
11417,2022-11-29,plotnine
21,2022-11-29,vetiver
1623,2022-11-29,siuba
239,2022-11-29,shiny
1740,2022-11-30,siuba
12125,2022-11-30,plotnine
40,2022-11-30,vetiver
358,2022-11-30,shiny
1913,2022-12-01,siuba
12845,2022-12-01,plotnine
359,2022-12-01,shiny
2,2022-12-01,vetiver
8,2022-12-02,vetiver
13708,2022-12-02,plotnine
294,2022-12-02,shiny
1570,2022-12-02,siuba
1501,2022-12-03,siuba
25,2022-12-03,vetiver
190,2022-12-03,shiny
7509,2022-12-03,plotnine
1565,2022-12-04,siuba
3,2022-12-04,vetiver
7160,2022-12-04,plotnine
210,2022-12-04,shiny
328,2022-12-05,shiny
1600,2022-12-05,siuba
15829,2022-12-05,plotnine
30,2022-12-05,vetiver
198,2022-12-06,shiny
1703,2022-12-06,siuba
34,2022-12-06,vetiver
13081,2022-12-06,plotnine
257,2022-12-07,shiny
19,2022-12-07,vetiver
1522,2022-12-07,siuba
20257,2022-12-07,plotnine
14,2022-12-08,vetiver
369,2022-12-08,shiny
11423,2022-12-08,plotnine
1357,2022-12-08,siuba
1783,2022-12-09,siuba
325,2022-12-09,shiny
10871,2022-12-09,plotnine
5,2022-12-09,vetiver
20,2022-12-10,vetiver
5298,2022-12-10,plotnine
1341,2022-12-10,siuba
164,2022-12-10,shiny
129,2022-12-11,shiny
1328,2022-12-11,siuba
5544,2022-12-11,plotnine
12,2022-12-11,vetiver
10897,2022-12-12,plotnine
264,2022-12-12,shiny
34,2022-12-12,vetiver
1548,2022-12-12,siuba
1785,2022-12-13,siuba
24,2022-12-13,vetiver
9819,2022-12-13,plotnine
264,2022-12-13,shiny
201,2022-12-14,shiny
1478,2022-12-14,siuba
16005,2022-12-14,plotnine
7,2022-12-14,vetiver
1341,2022-12-15,siuba
44,2022-12-15,vetiver
10828,2022-12-15,plotnine
230,2022-12-15,shiny
1487,2022-12-16,siuba
18798,2022-12-16,plotnine
146,2022-12-16,shiny
16,2022-12-16,vetiver
185,2022-12-17,shiny
1422,2022-12-17,siuba
7572,2022-12-17,plotnine
5,2022-12-17,vetiver
1373,2022-12-18,siuba
26,2022-12-18,vetiver
103,2022-12-18,shiny
7012,2022-12-18,plotnine
140,2022-12-19,shiny
17274,2022-12-19,plotnine
1719,2022-12-19,siuba
11,2022-12-19,vetiver
132,2022-12-20,shiny
30,2022-12-20,vetiver
1748,2022-12-20,siuba
16137,2022-12-20,plotnine
11490,2022-12-21,plotnine
19,2022-12-21,vetiver
191,2022-12-21,shiny
1438,2022-12-21,siuba
166,2022-12-22,shiny
9424,2022-12-22,plotnine
5,2022-12-22,vetiver
1465,2022-12-22,siuba
9,2022-12-23,vetiver
7855,2022-12-23,plotnine
1427,2022-12-23,siuba
124,2022-12-23,shiny
7,2022-12-24,vetiver
165,2022-12-24,shiny
1442,2022-12-24,siuba
4849,2022-12-24,plotnine
1,2022-12-25,vetiver
1345,2022-12-25,siuba
4718,2022-12-25,plotnine
71,2022-12-25,shiny
71,2022-12-26,shiny
1389,2022-12-26,siuba
5757,2022-12-26,plotnine
17,2022-12-26,vetiver
9223,2022-12-27,plotnine
1220,2022-12-27,siuba
7,2022-12-27,vetiver
125,2022-12-27,shiny
8148,2022-12-28,plotnine
112,2022-12-28,shiny
1414,2022-12-28,siuba
6,2022-12-29,vetiver
7624,2022-12-29,plotnine
144,2022-12-29,shiny
1219,2022-12-29,siuba
6855,2022-12-30,plotnine
83,2022-12-30,shiny
21,2022-12-30,vetiver
1429,2022-12-30,siuba
4481,2022-12-31,plotnine
122,2022-12-31,shiny
1400,2022-12-31,siuba
9,2023-01-01,vetiver
60,2023-01-01,shiny
1306,2023-01-01,siuba
5235,2023-01-01,plotnine
6,2023-01-02,vetiver
81,2023-01-02,shiny
1330,2023-01-02,siuba
6606,2023-01-02,plotnine
185,2023-01-03,shiny
9554,2023-01-03,plotnine
2,2023-01-03,vetiver
1490,2023-01-03,siuba
1518,2023-01-04,siuba
274,2023-01-04,shiny
9751,2023-01-04,plotnine
3,2023-01-04,vetiver
1582,2023-01-05,siuba
244,2023-01-05,shiny
14368,2023-01-05,plotnine
8875,2023-01-06,plotnine
183,2023-01-06,shiny
28,2023-01-06,vetiver
1188,2023-01-06,siuba
1333,2023-01-07,siuba
65,2023-01-07,shiny
5770,2023-01-07,plotnine
12,2023-01-07,vetiver
1313,2023-01-08,siuba
17,2023-01-08,vetiver
44,2023-01-08,shiny
6249,2023-01-08,plotnine
122,2023-01-09,shiny
9409,2023-01-09,plotnine
8,2023-01-09,vetiver
1420,2023-01-09,siuba
150,2023-01-10,shiny
12,2023-01-10,vetiver
10573,2023-01-10,plotnine
989,2023-01-10,siuba
10873,2023-01-11,plotnine
353,2023-01-11,shiny
1330,2023-01-11,siuba
16,2023-01-11,vetiver
517,2023-01-12,shiny
1530,2023-01-12,siuba
34,2023-01-12,vetiver
11479,2023-01-12,plotnine
5,2023-01-13,vetiver
307,2023-01-13,shiny
9898,2023-01-13,plotnine
1480,2023-01-13,siuba
173,2023-01-14,shiny
3,2023-01-14,vetiver
1530,2023-01-14,siuba
5341,2023-01-14,plotnine
25,2023-01-15,vetiver
5411,2023-01-15,plotnine
117,2023-01-15,shiny
1408,2023-01-15,siuba
7132,2023-01-16,plotnine
9,2023-01-16,vetiver
1237,2023-01-16,siuba
166,2023-01-16,shiny
10965,2023-01-17,plotnine
233,2023-01-17,shiny
48,2023-01-17,vetiver
1679,2023-01-17,siuba
1474,2023-01-18,siuba
13083,2023-01-18,plotnine
213,2023-01-18,shiny
25,2023-01-18,vetiver
271,2023-01-19,shiny
37,2023-01-19,vetiver
1609,2023-01-19,siuba
14937,2023-01-19,plotnine
1460,2023-01-20,siuba
191,2023-01-20,shiny
13298,2023-01-20,plotnine
6,2023-01-20,vetiver
4196,2023-01-21,plotnine
1408,2023-01-21,siuba
145,2023-01-21,shiny
23,2023-01-21,vetiver
1439,2023-01-22,siuba
17,2023-01-22,vetiver
147,2023-01-22,shiny
4315,2023-01-22,plotnine
22,2023-01-23,vetiver
12554,2023-01-23,plotnine
1658,2023-01-23,siuba
139,2023-01-23,shiny
36,2023-01-24,vetiver
9991,2023-01-24,plotnine
270,2023-01-24,shiny
1278,2023-01-24,siuba
8459,2023-01-25,plotnine
195,2023-01-25,vetiver
1433,2023-01-25,siuba
317,2023-01-25,shiny
319,2023-01-26,shiny
1467,2023-01-26,siuba
69,2023-01-26,vetiver
11645,2023-01-26,plotnine
320,2023-01-27,shiny
10603,2023-01-27,plotnine
1456,2023-01-27,siuba
36,2023-01-27,vetiver
1620,2023-01-28,siuba
22,2023-01-28,vetiver
196,2023-01-28,shiny
4057,2023-01-28,plotnine
4539,2023-01-29,plotnine
130,2023-01-29,shiny
29,2023-01-29,vetiver
1380,2023-01-29,siuba
159,2023-01-30,shiny
8235,2023-01-30,plotnine
16,2023-01-30,vetiver
1493,2023-01-30,siuba
185,2023-01-31,shiny
16595,2023-01-31,plotnine
1061,2023-01-31,siuba
28,2023-01-31,vetiver
9660,2023-02-01,plotnine
40,2023-02-01,vetiver
125,2023-02-01,shiny
1272,2023-02-01,siuba
1760,2023-02-02,siuba
29,2023-02-02,vetiver
274,2023-02-02,shiny
8669,2023-02-02,plotnine
235,2023-02-03,shiny
11,2023-02-03,vetiver
1620,2023-02-03,siuba
9170,2023-02-03,plotnine
127,2023-02-04,shiny
4654,2023-02-04,plotnine
3,2023-02-04,vetiver
1421,2023-02-04,siuba
4573,2023-02-05,plotnine
20,2023-02-05,vetiver
74,2023-02-05,shiny
1419,2023-02-05,siuba
24,2023-02-06,vetiver
210,2023-02-06,shiny
10477,2023-02-06,plotnine
1422,2023-02-06,siuba
188,2023-02-07,shiny
8770,2023-02-07,plotnine
54,2023-02-07,vetiver
1269,2023-02-07,siuba
1582,2023-02-08,siuba
219,2023-02-08,shiny
75,2023-02-08,vetiver
13376,2023-02-08,plotnine
10939,2023-02-09,plotnine
75,2023-02-09,vetiver
1436,2023-02-09,siuba
210,2023-02-09,shiny
1593,2023-02-10,siuba
10605,2023-02-10,plotnine
15,2023-02-10,vetiver
160,2023-02-10,shiny
134,2023-02-11,shiny
1342,2023-02-11,siuba
7465,2023-02-11,plotnine
38,2023-02-11,vetiver
76,2023-02-12,shiny
9525,2023-02-12,plotnine
5,2023-02-12,vetiver
1393,2023-02-12,siuba
10717,2023-02-13,plotnine
118,2023-02-13,shiny
28,2023-02-13,vetiver
1475,2023-02-13,siuba
11484,2023-02-14,plotnine
40,2023-02-14,vetiver
239,2023-02-14,shiny
1628,2023-02-14,siuba
31,2023-02-15,vetiver
374,2023-02-15,shiny
1359,2023-02-15,siuba
8243,2023-02-15,plotnine
35,2023-02-16,vetiver
223,2023-02-16,shiny
1539,2023-02-16,siuba
19769,2023-02-16,plotnine
246,2023-02-17,shiny
23256,2023-02-17,plotnine
71,2023-02-17,vetiver
1761,2023-02-17,siuba
1422,2023-02-18,siuba
127,2023-02-18,shiny
62,2023-02-18,vetiver
5206,2023-02-18,plotnine
4790,2023-02-19,plotnine
1421,2023-02-19,siuba
63,2023-02-19,vetiver
82,2023-02-19,shiny
6,2023-02-20,vetiver
1437,2023-02-20,siuba
130,2023-02-20,shiny
7655,2023-02-20,plotnine
1385,2023-02-21,siuba
8,2023-02-21,vetiver
218,2023-02-21,shiny
7307,2023-02-21,plotnine
1456,2023-02-22,siuba
38,2023-02-22,vetiver
10014,2023-02-22,plotnine
257,2023-02-22,shiny
252,2023-02-23,shiny
9075,2023-02-23,plotnine
32,2023-02-23,vetiver
1663,2023-02-23,siuba
1444,2023-02-24,siuba
311,2023-02-24,shiny
6874,2023-02-24,plotnine
37,2023-02-24,vetiver
9,2023-02-25,vetiver
153,2023-02-25,shiny
4822,2023-02-25,plotnine
1115,2023-02-25,siuba
97,2023-02-26,shiny
1313,2023-02-26,siuba
31,2023-02-26,vetiver
4748,2023-02-26,plotnine
11188,2023-02-27,plotnine
1306,2023-02-27,siuba
64,2023-02-27,vetiver
209,2023-02-27,shiny
1397,2023-02-28,siuba
13366,2023-02-28,plotnine
314,2023-02-28,shiny
59,2023-02-28,vetiver
12,2023-03-01,vetiver
1346,2023-03-01,siuba
315,2023-03-01,shiny
16901,2023-03-01,plotnine
290,2023-03-02,shiny
14471,2023-03-02,plotnine
28,2023-03-02,vetiver
1218,2023-03-02,siuba
187,2023-03-03,shiny
26,2023-03-03,vetiver
10412,2023-03-03,plotnine
1224,2023-03-03,siuba
4547,2023-03-04,plotnine
114,2023-03-04,shiny
1254,2023-03-04,siuba
2,2023-03-04,vetiver
4984,2023-03-05,plotnine
1156,2023-03-05,siuba
8,2023-03-05,vetiver
40,2023-03-05,shiny
203,2023-03-06,shiny
1227,2023-03-06,siuba
10547,2023-03-06,plotnine
15,2023-03-06,vetiver
12078,2023-03-07,plotnine
21,2023-03-07,vetiver
1809,2023-03-07,siuba
259,2023-03-07,shiny
10,2023-03-08,vetiver
299,2023-03-08,shiny
7927,2023-03-08,plotnine
1939,2023-03-08,siuba
1721,2023-03-09,siuba
440,2023-03-09,shiny
54,2023-03-09,vetiver
13405,2023-03-09,plotnine
308,2023-03-10,shiny
46,2023-03-10,vetiver
1743,2023-03-10,siuba
9385,2023-03-10,plotnine
22,2023-03-11,vetiver
5993,2023-03-11,plotnine
1387,2023-03-11,siuba
498,2023-03-11,shiny
310,2023-03-12,shiny
8,2023-03-12,vetiver
5694,2023-03-12,plotnine
1522,2023-03-12,siuba
315,2023-03-13,shiny
12381,2023-03-13,plotnine
1775,2023-03-13,siuba
65,2023-03-13,vetiver
1312,2023-03-14,siuba
344,2023-03-14,shiny
11499,2023-03-14,plotnine
79,2023-03-14,vetiver
89,2023-03-15,vetiver
10736,2023-03-15,plotnine
196,2023-03-15,shiny
1915,2023-03-15,siuba
311,2023-03-16,shiny
9034,2023-03-16,plotnine
15,2023-03-16,vetiver
1830,2023-03-16,siuba
18,2023-03-17,vetiver
9029,2023-03-17,plotnine
2190,2023-03-17,siuba
251,2023-03-17,shiny
122,2023-03-18,shiny
5388,2023-03-18,plotnine
1904,2023-03-18,siuba
29,2023-03-18,vetiver
1738,2023-03-19,siuba
5251,2023-03-19,plotnine
141,2023-03-19,shiny
1,2023-03-19,vetiver
2590,2023-03-20,siuba
10520,2023-03-20,plotnine
307,2023-03-20,shiny
56,2023-03-20,vetiver
10911,2023-03-21,plotnine
52,2023-03-21,vetiver
2654,2023-03-21,siuba
353,2023-03-21,shiny
27,2023-03-22,vetiver
11967,2023-03-22,plotnine
1822,2023-03-22,siuba
445,2023-03-22,shiny
11690,2023-03-23,plotnine
384,2023-03-23,shiny
60,2023-03-23,vetiver
2233,2023-03-23,siuba
424,2023-03-24,shiny
54,2023-03-24,vetiver
1891,2023-03-24,siuba
14214,2023-03-24,plotnine
1589,2023-03-25,siuba
4816,2023-03-25,plotnine
265,2023-03-25,shiny
1,2023-03-25,vetiver
2,2023-03-26,vetiver
1451,2023-03-26,siuba
177,2023-03-26,shiny
4611,2023-03-26,plotnine
350,2023-03-27,shiny
2362,2023-03-27,siuba
53,2023-03-27,vetiver
14134,2023-03-27,plotnine
43,2023-03-28,vetiver
2268,2023-03-28,siuba
377,2023-03-28,shiny
22199,2023-03-28,plotnine
290,2023-03-29,shiny
85,2023-03-29,vetiver
28262,2023-03-29,plotnine
2081,2023-03-29,siuba
34864,2023-03-30,plotnine
2070,2023-03-30,siuba
343,2023-03-30,shiny
9,2023-03-30,vetiver
2054,2023-03-31,siuba
45,2023-03-31,vetiver
311,2023-03-31,shiny
28268,2023-03-31,plotnine
126,2023-04-01,shiny
1359,2023-04-01,siuba
17793,2023-04-01,plotnine
24,2023-04-01,vetiver
1,2023-04-02,vetiver
1348,2023-04-02,siuba
12599,2023-04-02,plotnine
95,2023-04-02,shiny
317,2023-04-03,shiny
24,2023-04-03,vetiver
1901,2023-04-03,siuba
23767,2023-04-03,plotnine
63,2023-04-04,vetiver
27037,2023-04-04,plotnine
329,2023-04-04,shiny
2135,2023-04-04,siuba
34045,2023-04-05,plotnine
34,2023-04-05,vetiver
2009,2023-04-05,siuba
388,2023-04-05,shiny
378,2023-04-06,shiny
26623,2023-04-06,plotnine
2200,2023-04-06,siuba
33,2023-04-06,vetiver
28175,2023-04-07,plotnine
250,2023-04-07,shiny
17,2023-04-07,vetiver
1916,2023-04-07,siuba
23894,2023-04-08,plotnine
200,2023-04-08,shiny
67,2023-04-08,vetiver
1584,2023-04-08,siuba
15756,2023-04-09,plotnine
1386,2023-04-09,siuba
109,2023-04-09,shiny
49,2023-04-09,vetiver
1816,2023-04-10,siuba
39,2023-04-10,vetiver
158,2023-04-10,shiny
34711,2023-04-10,plotnine
35,2023-04-11,vetiver
295,2023-04-11,shiny
34636,2023-04-11,plotnine
2214,2023-04-11,siuba
31,2023-04-12,vetiver
2362,2023-04-12,siuba
312,2023-04-12,shiny
40068,2023-04-12,plotnine
1936,2023-04-13,siuba
244,2023-04-13,shiny
28994,2023-04-13,plotnine
3,2023-04-13,vetiver
2547,2023-04-14,siuba
22032,2023-04-14,plotnine
429,2023-04-14,shiny
12,2023-04-14,vetiver
2,2023-04-15,vetiver
13708,2023-04-15,plotnine
177,2023-04-15,shiny
1567,2023-04-15,siuba
14410,2023-04-16,plotnine
121,2023-04-16,shiny
