downloads,date,package
3635,2019-08-15,plotnine
123,2019-08-15,siuba
18,2019-08-15,shiny
1580,2019-08-16,plotnine
11,2019-08-16,shiny
47,2019-08-16,siuba
7,2019-08-17,shiny
102,2019-08-17,siuba
2370,2019-08-17,plotnine
9,2019-08-18,siuba
742,2019-08-18,plotnine
5,2019-08-18,shiny
41,2019-08-19,siuba
1945,2019-08-19,plotnine
7,2019-08-19,shiny
2419,2019-08-20,plotnine
17,2019-08-20,shiny
76,2019-08-20,siuba
2538,2019-08-21,plotnine
91,2019-08-21,siuba
21,2019-08-21,shiny
4999,2019-08-22,plotnine
27,2019-08-22,siuba
18,2019-08-22,shiny
9,2019-08-23,shiny
13,2019-08-23,siuba
3380,2019-08-23,plotnine
5,2019-08-24,shiny
45,2019-08-24,siuba
1676,2019-08-24,plotnine
63,2019-08-25,siuba
906,2019-08-25,plotnine
7,2019-08-25,shiny
8,2019-08-26,siuba
2456,2019-08-26,plotnine
21,2019-08-26,shiny
3689,2019-08-27,plotnine
12,2019-08-27,shiny
13,2019-08-27,siuba
99,2019-08-28,siuba
2655,2019-08-28,plotnine
40,2019-08-28,shiny
34,2019-08-29,siuba
2654,2019-08-29,plotnine
34,2019-08-29,shiny
2537,2019-08-30,plotnine
15,2019-08-30,shiny
56,2019-08-30,siuba
15,2019-08-31,shiny
3923,2019-08-31,plotnine
76,2019-09-01,siuba
3472,2019-09-01,plotnine
5,2019-09-01,shiny
6,2019-09-02,siuba
2781,2019-09-02,plotnine
7,2019-09-02,shiny
4114,2019-09-03,plotnine
17,2019-09-03,shiny
4551,2019-09-04,plotnine
24,2019-09-04,shiny
71,2019-09-04,siuba
65,2019-09-05,siuba
3927,2019-09-05,plotnine
26,2019-09-05,shiny
36,2019-09-06,siuba
1859,2019-09-06,plotnine
26,2019-09-06,shiny
53,2019-09-07,siuba
817,2019-09-07,plotnine
6,2019-09-07,shiny
632,2019-09-08,plotnine
7,2019-09-08,shiny
40,2019-09-08,siuba
57,2019-09-09,siuba
24,2019-09-09,shiny
1917,2019-09-09,plotnine
4853,2019-09-10,plotnine
7,2019-09-10,siuba
14,2019-09-10,shiny
35,2019-09-11,siuba
13,2019-09-11,shiny
3596,2019-09-11,plotnine
41,2019-09-12,siuba
25,2019-09-12,shiny
4810,2019-09-12,plotnine
18,2019-09-13,shiny
3801,2019-09-13,plotnine
15,2019-09-13,siuba
1068,2019-09-14,plotnine
5,2019-09-14,shiny
24,2019-09-14,siuba
5,2019-09-15,shiny
2431,2019-09-15,plotnine
1,2019-09-15,siuba
30,2019-09-16,shiny
4345,2019-09-16,plotnine
24,2019-09-16,siuba
40,2019-09-17,siuba
3120,2019-09-17,plotnine
72,2019-09-17,shiny
73,2019-09-18,siuba
2106,2019-09-18,plotnine
91,2019-09-18,shiny
36,2019-09-19,shiny
3495,2019-09-19,plotnine
48,2019-09-19,siuba
78,2019-09-20,siuba
2318,2019-09-20,plotnine
22,2019-09-20,shiny
8,2019-09-21,shiny
2984,2019-09-21,plotnine
42,2019-09-21,siuba
520,2019-09-22,plotnine
25,2019-09-22,siuba
15,2019-09-22,shiny
1,2019-09-23,siuba
6493,2019-09-23,plotnine
17,2019-09-23,shiny
21,2019-09-24,shiny
84,2019-09-24,siuba
16866,2019-09-24,plotnine
48,2019-09-25,siuba
11,2019-09-25,shiny
5930,2019-09-25,plotnine
14,2019-09-26,siuba
7,2019-09-26,shiny
6359,2019-09-26,plotnine
10,2019-09-27,shiny
68,2019-09-27,siuba
5708,2019-09-27,plotnine
651,2019-09-28,plotnine
19,2019-09-28,siuba
4,2019-09-28,shiny
547,2019-09-29,plotnine
7,2019-09-29,shiny
36,2019-09-29,siuba
27,2019-09-30,siuba
2622,2019-09-30,plotnine
9,2019-09-30,shiny
48,2019-10-01,siuba
2576,2019-10-01,plotnine
22,2019-10-01,shiny
28,2019-10-02,siuba
6523,2019-10-02,plotnine
12,2019-10-02,shiny
48,2019-10-03,siuba
4283,2019-10-03,plotnine
7,2019-10-03,shiny
4152,2019-10-04,plotnine
6,2019-10-04,shiny
24,2019-10-04,siuba
739,2019-10-05,plotnine
7,2019-10-05,shiny
30,2019-10-05,siuba
669,2019-10-06,plotnine
5,2019-10-06,siuba
6,2019-10-06,shiny
9,2019-10-07,shiny
4,2019-10-07,siuba
2373,2019-10-07,plotnine
29,2019-10-08,siuba
2421,2019-10-08,plotnine
12,2019-10-08,shiny
2456,2019-10-09,plotnine
20,2019-10-09,shiny
23,2019-10-09,siuba
2005,2019-10-10,plotnine
59,2019-10-10,siuba
20,2019-10-10,shiny
30,2019-10-11,siuba
26,2019-10-11,shiny
2513,2019-10-11,plotnine
7,2019-10-12,shiny
31,2019-10-12,siuba
4504,2019-10-12,plotnine
618,2019-10-13,plotnine
6,2019-10-13,shiny
8,2019-10-13,siuba
21,2019-10-14,shiny
2134,2019-10-14,plotnine
28,2019-10-14,siuba
17,2019-10-15,shiny
5,2019-10-15,siuba
1738,2019-10-15,plotnine
70,2019-10-16,siuba
1764,2019-10-16,plotnine
14,2019-10-16,shiny
15,2019-10-17,shiny
50,2019-10-17,siuba
2294,2019-10-17,plotnine
4165,2019-10-18,plotnine
46,2019-10-18,siuba
22,2019-10-18,shiny
1340,2019-10-19,plotnine
70,2019-10-19,siuba
8,2019-10-19,shiny
411,2019-10-20,plotnine
23,2019-10-20,shiny
41,2019-10-20,siuba
3,2019-10-21,siuba
26,2019-10-21,shiny
1739,2019-10-21,plotnine
23,2019-10-22,shiny
2079,2019-10-22,plotnine
51,2019-10-22,siuba
41,2019-10-23,siuba
2353,2019-10-23,plotnine
17,2019-10-23,shiny
97,2019-10-24,siuba
15,2019-10-24,shiny
2238,2019-10-24,plotnine
1,2019-10-25,siuba
1666,2019-10-25,plotnine
9,2019-10-25,shiny
6,2019-10-26,shiny
1,2019-10-26,siuba
750,2019-10-26,plotnine
668,2019-10-27,plotnine
23,2019-10-27,siuba
7,2019-10-27,shiny
48,2019-10-28,siuba
1676,2019-10-28,plotnine
269,2019-10-28,shiny
13,2019-10-29,shiny
1883,2019-10-29,plotnine
582,2019-10-29,siuba
27,2019-10-30,shiny
1915,2019-10-30,plotnine
177,2019-10-30,siuba
1696,2019-10-31,plotnine
24,2019-10-31,shiny
137,2019-10-31,siuba
7,2019-11-01,shiny
62,2019-11-01,siuba
1739,2019-11-01,plotnine
812,2019-11-02,plotnine
3,2019-11-02,shiny
78,2019-11-02,siuba
612,2019-11-03,plotnine
34,2019-11-03,siuba
1,2019-11-03,shiny
88,2019-11-04,siuba
28,2019-11-04,shiny
1624,2019-11-04,plotnine
23,2019-11-05,siuba
8,2019-11-05,shiny
1772,2019-11-05,plotnine
22,2019-11-06,siuba
1830,2019-11-06,plotnine
15,2019-11-06,shiny
16,2019-11-07,shiny
1796,2019-11-07,plotnine
67,2019-11-07,siuba
58,2019-11-08,siuba
11,2019-11-08,shiny
2215,2019-11-08,plotnine
1,2019-11-09,shiny
28,2019-11-09,siuba
994,2019-11-09,plotnine
787,2019-11-10,plotnine
5,2019-11-10,shiny
96,2019-11-10,siuba
10,2019-11-11,shiny
87,2019-11-11,siuba
1868,2019-11-11,plotnine
21,2019-11-12,siuba
2,2019-11-12,shiny
2111,2019-11-12,plotnine
55,2019-11-13,siuba
1988,2019-11-13,plotnine
5,2019-11-13,shiny
4,2019-11-14,shiny
49,2019-11-14,siuba
2359,2019-11-14,plotnine
7,2019-11-15,shiny
66,2019-11-15,siuba
1686,2019-11-15,plotnine
695,2019-11-16,plotnine
29,2019-11-16,siuba
3,2019-11-16,shiny
32,2019-11-17,siuba
619,2019-11-17,plotnine
1,2019-11-17,shiny
11,2019-11-18,siuba
2003,2019-11-18,plotnine
8,2019-11-18,shiny
2120,2019-11-19,plotnine
47,2019-11-19,siuba
7,2019-11-19,shiny
18,2019-11-20,siuba
12,2019-11-20,shiny
2760,2019-11-20,plotnine
2793,2019-11-21,plotnine
45,2019-11-21,siuba
6,2019-11-21,shiny
83,2019-11-22,siuba
8,2019-11-22,shiny
2215,2019-11-22,plotnine
55,2019-11-23,siuba
1285,2019-11-23,plotnine
4,2019-11-23,shiny
36,2019-11-24,siuba
1,2019-11-24,shiny
785,2019-11-24,plotnine
4,2019-11-25,siuba
5,2019-11-25,shiny
3231,2019-11-25,plotnine
27,2019-11-26,shiny
4,2019-11-26,siuba
2602,2019-11-26,plotnine
2638,2019-11-27,plotnine
36,2019-11-27,shiny
9,2019-11-27,siuba
2035,2019-11-28,plotnine
47,2019-11-28,siuba
32,2019-11-28,shiny
29,2019-11-29,siuba
1547,2019-11-29,plotnine
23,2019-11-29,shiny
783,2019-11-30,plotnine
33,2019-11-30,siuba
1,2019-11-30,shiny
3,2019-12-01,shiny
599,2019-12-01,plotnine
56,2019-12-01,siuba
62,2019-12-02,shiny
2937,2019-12-02,plotnine
3670,2019-12-03,plotnine
52,2019-12-03,siuba
71,2019-12-03,shiny
53,2019-12-04,shiny
3,2019-12-04,siuba
3070,2019-12-04,plotnine
22,2019-12-05,siuba
11,2019-12-05,shiny
4109,2019-12-05,plotnine
17,2019-12-06,shiny
91,2019-12-06,siuba
2546,2019-12-06,plotnine
986,2019-12-07,plotnine
31,2019-12-07,shiny
44,2019-12-07,siuba
8,2019-12-08,siuba
631,2019-12-08,plotnine
2,2019-12-08,shiny
2347,2019-12-09,plotnine
31,2019-12-09,siuba
68,2019-12-09,shiny
3025,2019-12-10,plotnine
55,2019-12-10,shiny
54,2019-12-10,siuba
45,2019-12-11,siuba
19,2019-12-11,shiny
4233,2019-12-11,plotnine
3382,2019-12-12,plotnine
109,2019-12-12,siuba
24,2019-12-12,shiny
35,2019-12-13,shiny
2999,2019-12-13,plotnine
10,2019-12-13,siuba
4,2019-12-14,shiny
1669,2019-12-14,plotnine
1,2019-12-14,siuba
5,2019-12-15,shiny
775,2019-12-15,plotnine
32,2019-12-15,siuba
2275,2019-12-16,plotnine
7,2019-12-16,siuba
2,2019-12-16,shiny
3,2019-12-17,shiny
3631,2019-12-17,plotnine
1,2019-12-17,siuba
87,2019-12-18,siuba
19,2019-12-18,shiny
3930,2019-12-18,plotnine
4,2019-12-19,shiny
2458,2019-12-19,plotnine
16,2019-12-19,siuba
30,2019-12-20,siuba
5469,2019-12-20,plotnine
3,2019-12-20,shiny
88,2019-12-21,siuba
2158,2019-12-21,plotnine
5,2019-12-21,shiny
4,2019-12-22,siuba
370,2019-12-22,plotnine
2,2019-12-22,shiny
1544,2019-12-23,plotnine
2,2019-12-23,shiny
32,2019-12-23,siuba
2,2019-12-24,shiny
739,2019-12-24,plotnine
28,2019-12-24,siuba
2,2019-12-25,siuba
3,2019-12-25,shiny
421,2019-12-25,plotnine
2,2019-12-26,shiny
59,2019-12-26,siuba
935,2019-12-26,plotnine
13,2019-12-27,siuba
1,2019-12-27,shiny
1305,2019-12-27,plotnine
458,2019-12-28,plotnine
1,2019-12-28,shiny
1,2019-12-28,siuba
3,2019-12-29,shiny
85,2019-12-29,siuba
473,2019-12-29,plotnine
1247,2019-12-30,plotnine
2,2019-12-30,shiny
28,2019-12-30,siuba
1,2019-12-31,siuba
854,2019-12-31,plotnine
1,2020-01-01,shiny
27,2020-01-01,siuba
618,2020-01-01,plotnine
1399,2020-01-02,plotnine
29,2020-01-02,shiny
2,2020-01-02,siuba
1,2020-01-03,shiny
1937,2020-01-03,plotnine
6,2020-01-03,siuba
4,2020-01-04,shiny
604,2020-01-04,plotnine
28,2020-01-04,siuba
6,2020-01-05,siuba
2,2020-01-05,shiny
712,2020-01-05,plotnine
3168,2020-01-06,plotnine
1,2020-01-06,siuba
12,2020-01-06,shiny
62,2020-01-07,siuba
17,2020-01-07,shiny
4871,2020-01-07,plotnine
2899,2020-01-08,plotnine
27,2020-01-08,siuba
13,2020-01-08,shiny
9,2020-01-09,shiny
2387,2020-01-09,plotnine
8,2020-01-09,siuba
31,2020-01-10,siuba
34,2020-01-10,shiny
3506,2020-01-10,plotnine
82,2020-01-11,siuba
3,2020-01-11,shiny
791,2020-01-11,plotnine
706,2020-01-12,plotnine
134,2020-01-13,shiny
2744,2020-01-13,plotnine
28,2020-01-13,siuba
112,2020-01-14,siuba
22,2020-01-14,shiny
3401,2020-01-14,plotnine
3129,2020-01-15,plotnine
30,2020-01-15,shiny
71,2020-01-15,siuba
3319,2020-01-16,plotnine
111,2020-01-16,siuba
22,2020-01-16,shiny
2,2020-01-17,siuba
3186,2020-01-17,plotnine
14,2020-01-17,shiny
5,2020-01-18,shiny
28,2020-01-18,siuba
2365,2020-01-18,plotnine
1130,2020-01-19,plotnine
8,2020-01-19,shiny
43,2020-01-19,siuba
54,2020-01-20,siuba
3199,2020-01-20,plotnine
20,2020-01-20,shiny
19,2020-01-21,shiny
60,2020-01-21,siuba
2816,2020-01-21,plotnine
27,2020-01-22,siuba
3564,2020-01-22,plotnine
37,2020-01-22,shiny
125,2020-01-23,siuba
4113,2020-01-23,plotnine
19,2020-01-23,shiny
82,2020-01-24,siuba
13,2020-01-24,shiny
4984,2020-01-24,plotnine
1300,2020-01-25,plotnine
4,2020-01-25,shiny
259,2020-01-25,siuba
1504,2020-01-26,plotnine
2,2020-01-26,shiny
150,2020-01-26,siuba
3334,2020-01-27,plotnine
158,2020-01-27,siuba
22,2020-01-27,shiny
5895,2020-01-28,plotnine
31,2020-01-28,shiny
25,2020-01-28,siuba
38,2020-01-29,siuba
18,2020-01-29,shiny
4305,2020-01-29,plotnine
36,2020-01-30,siuba
5286,2020-01-30,plotnine
10,2020-01-30,shiny
5,2020-01-31,shiny
33,2020-01-31,siuba
3926,2020-01-31,plotnine
1215,2020-02-01,plotnine
3,2020-02-01,shiny
70,2020-02-01,siuba
10,2020-02-02,shiny
2051,2020-02-02,plotnine
62,2020-02-02,siuba
4216,2020-02-03,plotnine
84,2020-02-03,siuba
57,2020-02-03,shiny
36,2020-02-04,siuba
32,2020-02-04,shiny
3694,2020-02-04,plotnine
2997,2020-02-05,plotnine
3,2020-02-05,siuba
83,2020-02-05,shiny
3081,2020-02-06,plotnine
52,2020-02-06,shiny
39,2020-02-06,siuba
35,2020-02-07,siuba
3927,2020-02-07,plotnine
22,2020-02-07,shiny
7,2020-02-08,shiny
1558,2020-02-08,plotnine
305,2020-02-08,siuba
6,2020-02-09,shiny
1192,2020-02-09,plotnine
95,2020-02-09,siuba
81,2020-02-10,siuba
3754,2020-02-10,plotnine
16,2020-02-10,shiny
3725,2020-02-11,plotnine
30,2020-02-11,shiny
318,2020-02-11,siuba
3589,2020-02-12,plotnine
164,2020-02-12,siuba
21,2020-02-12,shiny
4929,2020-02-13,plotnine
80,2020-02-13,siuba
40,2020-02-13,shiny
52,2020-02-14,siuba
3118,2020-02-14,plotnine
15,2020-02-14,shiny
1763,2020-02-15,plotnine
2,2020-02-15,shiny
28,2020-02-15,siuba
95,2020-02-16,siuba
1191,2020-02-16,plotnine
12,2020-02-16,shiny
68,2020-02-17,shiny
3397,2020-02-17,plotnine
95,2020-02-17,siuba
62,2020-02-18,shiny
3224,2020-02-18,plotnine
282,2020-02-18,siuba
5022,2020-02-19,plotnine
66,2020-02-19,shiny
170,2020-02-19,siuba
45,2020-02-20,shiny
3525,2020-02-20,plotnine
73,2020-02-20,siuba
3054,2020-02-21,plotnine
104,2020-02-21,shiny
16,2020-02-21,siuba
3,2020-02-22,shiny
66,2020-02-22,siuba
1079,2020-02-22,plotnine
2350,2020-02-23,plotnine
6,2020-02-23,shiny
99,2020-02-23,siuba
70,2020-02-24,siuba
41,2020-02-24,shiny
4388,2020-02-24,plotnine
61,2020-02-25,shiny
25,2020-02-25,siuba
4920,2020-02-25,plotnine
5112,2020-02-26,plotnine
101,2020-02-26,shiny
11,2020-02-26,siuba
34,2020-02-27,shiny
4951,2020-02-27,plotnine
42,2020-02-27,siuba
98,2020-02-28,shiny
39,2020-02-28,siuba
5532,2020-02-28,plotnine
3,2020-02-29,shiny
9,2020-02-29,siuba
2252,2020-02-29,plotnine
2409,2020-03-01,plotnine
12,2020-03-01,shiny
64,2020-03-01,siuba
19,2020-03-02,shiny
85,2020-03-02,siuba
4604,2020-03-02,plotnine
29,2020-03-03,shiny
6797,2020-03-03,plotnine
46,2020-03-03,siuba
116,2020-03-04,siuba
4423,2020-03-04,plotnine
21,2020-03-04,shiny
4148,2020-03-05,plotnine
47,2020-03-05,shiny
74,2020-03-05,siuba
4093,2020-03-06,plotnine
13,2020-03-06,shiny
64,2020-03-06,siuba
8,2020-03-07,shiny
52,2020-03-07,siuba
2364,2020-03-07,plotnine
2216,2020-03-08,plotnine
6,2020-03-08,shiny
21,2020-03-08,siuba
12,2020-03-09,shiny
43,2020-03-09,siuba
4742,2020-03-09,plotnine
15,2020-03-10,shiny
4348,2020-03-10,plotnine
42,2020-03-10,siuba
57,2020-03-11,siuba
4886,2020-03-11,plotnine
33,2020-03-11,shiny
4872,2020-03-12,plotnine
28,2020-03-12,shiny
21,2020-03-13,shiny
15,2020-03-13,siuba
2975,2020-03-13,plotnine
1572,2020-03-14,plotnine
3,2020-03-14,shiny
2,2020-03-14,siuba
5,2020-03-15,shiny
1457,2020-03-15,plotnine
36,2020-03-15,siuba
4366,2020-03-16,plotnine
91,2020-03-16,siuba
13,2020-03-16,shiny
89,2020-03-17,siuba
7001,2020-03-17,plotnine
11,2020-03-17,shiny
4786,2020-03-18,plotnine
14,2020-03-18,shiny
60,2020-03-18,siuba
59,2020-03-19,siuba
78,2020-03-19,shiny
5288,2020-03-19,plotnine
18,2020-03-20,shiny
15,2020-03-20,siuba
5586,2020-03-20,plotnine
5,2020-03-21,shiny
1528,2020-03-21,plotnine
18,2020-03-21,siuba
46,2020-03-22,siuba
1309,2020-03-22,plotnine
16,2020-03-22,shiny
14,2020-03-23,shiny
12,2020-03-23,siuba
4066,2020-03-23,plotnine
19,2020-03-24,shiny
3820,2020-03-24,plotnine
12,2020-03-24,siuba
6068,2020-03-25,plotnine
110,2020-03-25,siuba
9,2020-03-25,shiny
14,2020-03-26,shiny
40,2020-03-26,siuba
3541,2020-03-26,plotnine
4753,2020-03-27,plotnine
39,2020-03-27,siuba
6,2020-03-27,shiny
1759,2020-03-28,plotnine
37,2020-03-28,siuba
12,2020-03-28,shiny
1908,2020-03-29,plotnine
41,2020-03-29,siuba
12,2020-03-29,shiny
10,2020-03-30,siuba
15,2020-03-30,shiny
4467,2020-03-30,plotnine
4993,2020-03-31,plotnine
2,2020-03-31,siuba
22,2020-03-31,shiny
3921,2020-04-01,plotnine
22,2020-04-01,shiny
126,2020-04-01,siuba
3702,2020-04-02,plotnine
11,2020-04-02,shiny
41,2020-04-02,siuba
17,2020-04-03,shiny
73,2020-04-03,siuba
3872,2020-04-03,plotnine
9,2020-04-04,shiny
48,2020-04-04,siuba
1675,2020-04-04,plotnine
99,2020-04-05,siuba
15,2020-04-05,shiny
1767,2020-04-05,plotnine
4190,2020-04-06,plotnine
17,2020-04-06,shiny
53,2020-04-06,siuba
15,2020-04-07,shiny
3419,2020-04-07,plotnine
4,2020-04-07,siuba
37,2020-04-08,siuba
3667,2020-04-08,plotnine
17,2020-04-08,shiny
3612,2020-04-09,plotnine
6,2020-04-09,siuba
7,2020-04-09,shiny
2715,2020-04-10,plotnine
149,2020-04-10,siuba
18,2020-04-10,shiny
1293,2020-04-11,plotnine
2,2020-04-11,siuba
11,2020-04-11,shiny
16,2020-04-12,siuba
13,2020-04-12,shiny
1423,2020-04-12,plotnine
2930,2020-04-13,plotnine
22,2020-04-13,shiny
42,2020-04-13,siuba
3351,2020-04-14,plotnine
10,2020-04-14,shiny
86,2020-04-14,siuba
78,2020-04-15,siuba
3851,2020-04-15,plotnine
15,2020-04-15,shiny
43,2020-04-16,siuba
5202,2020-04-16,plotnine
20,2020-04-16,shiny
114,2020-04-17,siuba
40,2020-04-17,shiny
5261,2020-04-17,plotnine
10,2020-04-18,shiny
3,2020-04-18,siuba
3042,2020-04-18,plotnine
2399,2020-04-19,plotnine
8,2020-04-19,shiny
3,2020-04-19,siuba
13,2020-04-20,siuba
3523,2020-04-20,plotnine
31,2020-04-20,shiny
5355,2020-04-21,plotnine
17,2020-04-21,shiny
42,2020-04-21,siuba
5470,2020-04-22,plotnine
38,2020-04-22,siuba
21,2020-04-22,shiny
46,2020-04-23,siuba
24,2020-04-23,shiny
6368,2020-04-23,plotnine
12,2020-04-24,shiny
5113,2020-04-24,plotnine
52,2020-04-24,siuba
10,2020-04-25,shiny
3548,2020-04-25,plotnine
393,2020-04-25,siuba
116,2020-04-26,siuba
5020,2020-04-26,plotnine
15,2020-04-26,shiny
13,2020-04-27,shiny
161,2020-04-27,siuba
6820,2020-04-27,plotnine
53,2020-04-28,siuba
15662,2020-04-28,plotnine
29,2020-04-28,shiny
5905,2020-04-29,plotnine
51,2020-04-29,siuba
8,2020-04-29,shiny
47,2020-04-30,siuba
8,2020-04-30,shiny
4780,2020-04-30,plotnine
14,2020-05-01,shiny
4962,2020-05-01,plotnine
52,2020-05-01,siuba
12,2020-05-02,shiny
85,2020-05-02,siuba
3862,2020-05-02,plotnine
40,2020-05-03,siuba
1801,2020-05-03,plotnine
3,2020-05-03,shiny
3227,2020-05-04,plotnine
43,2020-05-04,siuba
20,2020-05-04,shiny
56,2020-05-05,shiny
3855,2020-05-05,plotnine
8,2020-05-05,siuba
10734,2020-05-06,plotnine
13,2020-05-06,shiny
128,2020-05-06,siuba
22,2020-05-07,shiny
4360,2020-05-07,plotnine
356,2020-05-07,siuba
215,2020-05-08,siuba
5787,2020-05-08,plotnine
19,2020-05-08,shiny
1706,2020-05-09,plotnine
222,2020-05-09,siuba
5,2020-05-09,shiny
245,2020-05-10,siuba
3,2020-05-10,shiny
2511,2020-05-10,plotnine
10,2020-05-11,shiny
252,2020-05-11,siuba
4260,2020-05-11,plotnine
350,2020-05-12,siuba
1,2020-05-12,shiny
3905,2020-05-12,plotnine
630,2020-05-13,siuba
4169,2020-05-13,plotnine
2,2020-05-13,shiny
543,2020-05-14,siuba
8,2020-05-14,shiny
4790,2020-05-14,plotnine
2,2020-05-15,shiny
506,2020-05-15,siuba
10295,2020-05-15,plotnine
1560,2020-05-16,plotnine
405,2020-05-16,siuba
1,2020-05-17,shiny
1648,2020-05-17,plotnine
298,2020-05-17,siuba
62,2020-05-18,siuba
2760,2020-05-18,plotnine
6,2020-05-18,shiny
3846,2020-05-19,plotnine
139,2020-05-19,siuba
4,2020-05-19,shiny
240,2020-05-20,siuba
3666,2020-05-20,plotnine
2,2020-05-20,shiny
6,2020-05-21,shiny
3274,2020-05-21,plotnine
800,2020-05-21,siuba
3238,2020-05-22,plotnine
2,2020-05-22,shiny
1619,2020-05-22,siuba
1337,2020-05-23,plotnine
3,2020-05-23,shiny
1814,2020-05-23,siuba
3,2020-05-24,shiny
1128,2020-05-24,siuba
1336,2020-05-24,plotnine
2138,2020-05-25,plotnine
4,2020-05-25,shiny
366,2020-05-25,siuba
2820,2020-05-26,plotnine
147,2020-05-26,siuba
4,2020-05-26,shiny
3016,2020-05-27,plotnine
288,2020-05-27,siuba
6,2020-05-27,shiny
6,2020-05-28,siuba
5,2020-05-28,shiny
2803,2020-05-28,plotnine
1,2020-05-29,shiny
2801,2020-05-29,plotnine
60,2020-05-29,siuba
1164,2020-05-30,plotnine
93,2020-05-30,siuba
4,2020-05-30,shiny
3,2020-05-31,shiny
16,2020-05-31,siuba
1357,2020-05-31,plotnine
2,2020-06-01,shiny
3370,2020-06-01,plotnine
49,2020-06-01,siuba
5033,2020-06-02,plotnine
1,2020-06-03,shiny
4906,2020-06-03,plotnine
12,2020-06-03,siuba
46,2020-06-04,siuba
3979,2020-06-04,plotnine
5,2020-06-04,shiny
4151,2020-06-05,plotnine
61,2020-06-05,siuba
2,2020-06-05,shiny
133,2020-06-06,siuba
4,2020-06-06,shiny
1739,2020-06-06,plotnine
65,2020-06-07,siuba
1707,2020-06-07,plotnine
2,2020-06-07,shiny
6,2020-06-08,siuba
2,2020-06-08,shiny
3849,2020-06-08,plotnine
8,2020-06-09,shiny
4394,2020-06-09,plotnine
222,2020-06-09,siuba
5,2020-06-10,shiny
12,2020-06-10,siuba
5260,2020-06-10,plotnine
56,2020-06-11,siuba
1,2020-06-11,shiny
4003,2020-06-11,plotnine
10,2020-06-12,siuba
4,2020-06-12,shiny
3938,2020-06-12,plotnine
1397,2020-06-13,plotnine
9,2020-06-13,siuba
1,2020-06-13,shiny
5,2020-06-14,shiny
47,2020-06-14,siuba
1228,2020-06-14,plotnine
53,2020-06-15,siuba
4045,2020-06-15,plotnine
3,2020-06-15,shiny
5415,2020-06-16,plotnine
5,2020-06-16,shiny
123,2020-06-16,siuba
3,2020-06-17,shiny
7041,2020-06-17,plotnine
13,2020-06-17,siuba
47,2020-06-18,siuba
5572,2020-06-18,plotnine
3,2020-06-18,shiny
5843,2020-06-19,plotnine
2,2020-06-19,shiny
1,2020-06-19,siuba
1,2020-06-20,shiny
44,2020-06-20,siuba
1288,2020-06-20,plotnine
5,2020-06-21,shiny
1585,2020-06-21,plotnine
46,2020-06-21,siuba
6,2020-06-22,shiny
4334,2020-06-22,plotnine
46,2020-06-22,siuba
3,2020-06-23,shiny
5195,2020-06-23,plotnine
13,2020-06-23,siuba
3,2020-06-24,siuba
6923,2020-06-24,plotnine
9,2020-06-25,siuba
2,2020-06-25,shiny
7103,2020-06-25,plotnine
1,2020-06-26,shiny
1,2020-06-26,siuba
5245,2020-06-26,plotnine
3,2020-06-27,shiny
2691,2020-06-27,plotnine
107,2020-06-27,siuba
1553,2020-06-28,plotnine
21,2020-06-28,shiny
4312,2020-06-29,plotnine
13,2020-06-29,shiny
3,2020-06-30,shiny
3971,2020-06-30,plotnine
53,2020-06-30,siuba
13,2020-07-01,siuba
4675,2020-07-01,plotnine
4,2020-07-01,shiny
4,2020-07-02,shiny
5,2020-07-02,siuba
3983,2020-07-02,plotnine
2555,2020-07-03,plotnine
3,2020-07-03,siuba
4,2020-07-03,shiny
1164,2020-07-04,plotnine
108,2020-07-04,siuba
3,2020-07-04,shiny
5,2020-07-05,shiny
1421,2020-07-05,plotnine
173,2020-07-05,siuba
2,2020-07-06,shiny
5571,2020-07-06,plotnine
4,2020-07-06,siuba
8,2020-07-07,shiny
21,2020-07-07,siuba
5821,2020-07-07,plotnine
5,2020-07-08,shiny
27,2020-07-08,siuba
5929,2020-07-08,plotnine
4,2020-07-09,shiny
89,2020-07-09,siuba
5917,2020-07-09,plotnine
1,2020-07-10,shiny
43,2020-07-10,siuba
5686,2020-07-10,plotnine
20,2020-07-11,siuba
1,2020-07-11,shiny
2299,2020-07-11,plotnine
1300,2020-07-12,plotnine
1,2020-07-12,siuba
4493,2020-07-13,plotnine
29,2020-07-13,siuba
1,2020-07-14,shiny
6,2020-07-14,siuba
5256,2020-07-14,plotnine
5,2020-07-15,shiny
97,2020-07-15,siuba
6494,2020-07-15,plotnine
4,2020-07-16,siuba
1,2020-07-16,shiny
4235,2020-07-16,plotnine
3508,2020-07-17,plotnine
52,2020-07-17,siuba
2,2020-07-17,shiny
3,2020-07-18,shiny
1373,2020-07-18,plotnine
136,2020-07-18,siuba
1249,2020-07-19,plotnine
3,2020-07-19,shiny
3,2020-07-19,siuba
16,2020-07-20,siuba
6343,2020-07-20,plotnine
2,2020-07-20,shiny
55,2020-07-21,siuba
6,2020-07-21,shiny
7646,2020-07-21,plotnine
6228,2020-07-22,plotnine
5,2020-07-22,shiny
127,2020-07-22,siuba
5022,2020-07-23,plotnine
3,2020-07-23,shiny
12,2020-07-23,siuba
3,2020-07-24,siuba
6183,2020-07-24,plotnine
1,2020-07-24,shiny
43,2020-07-25,siuba
1493,2020-07-25,plotnine
2,2020-07-25,shiny
1606,2020-07-26,plotnine
1,2020-07-26,siuba
